Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939
Location X,,,,50,166,282
Location Y,,,,128,128,130
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value
5/3/2018,10:14:27 AM,513,590,33.69174576,36.36901093,38.65514755
5/3/2018,10:14:27 AM,783,590.27,33.66850662,36.32353973,38.68862152
5/3/2018,10:14:28 AM,54,590.541,33.71497726,36.32353973,38.71092987
5/3/2018,10:14:28 AM,324,590.811,33.72659302,36.41446686,38.76669312
5/3/2018,10:14:28 AM,594,591.081,33.77304077,36.39174271,38.71092987
5/3/2018,10:14:29 AM,135,591.622,33.73820877,36.34627914,38.67746353
5/3/2018,10:14:29 AM,405,591.892,33.76143265,36.34627914,38.6997757
5/3/2018,10:14:29 AM,675,592.162,33.74982071,36.40310287,38.75554276
5/3/2018,10:14:29 AM,945,592.432,33.72659302,36.38037872,38.75554276
5/3/2018,10:14:30 AM,216,592.703,33.77304077,36.36901093,38.77783966
5/3/2018,10:14:30 AM,486,592.973,33.68012619,36.32353973,38.6997757
5/3/2018,10:14:31 AM,26,593.513,33.64526749,36.32353973,38.68862152
5/3/2018,10:14:31 AM,297,593.784,33.71497726,36.40310287,38.73323822
5/3/2018,10:14:31 AM,567,594.054,33.73820877,36.38037872,38.80013657
5/3/2018,10:14:32 AM,108,594.595,33.72659302,36.41446686,38.77783966
5/3/2018,10:14:32 AM,378,594.865,33.73820877,36.43718719,38.7443924
5/3/2018,10:14:32 AM,648,595.135,33.77304077,36.45990372,38.75554276
5/3/2018,10:14:32 AM,918,595.405,33.76143265,36.45990372,38.73323822
5/3/2018,10:14:33 AM,459,595.946,33.72659302,36.40310287,38.6997757
5/3/2018,10:14:33 AM,729,596.216,33.71497726,36.35764313,38.64398575
5/3/2018,10:14:33 AM,999,596.486,33.66850662,36.31216812,38.61050034
5/3/2018,10:14:34 AM,270,596.757,33.68012619,36.31216812,38.65514755
5/3/2018,10:14:34 AM,540,597.027,33.74982071,36.32353973,38.67746353
5/3/2018,10:14:34 AM,810,597.297,33.68012619,36.35764313,38.66630554
5/3/2018,10:14:35 AM,81,597.568,33.68012619,36.38037872,38.64398575
5/3/2018,10:14:35 AM,351,597.838,33.66850662,36.40310287,38.71092987
5/3/2018,10:14:35 AM,891,598.378,33.71497726,36.38037872,38.72208405
5/3/2018,10:14:36 AM,162,598.649,33.77304077,36.43718719,38.7443924
5/3/2018,10:14:36 AM,432,598.919,33.76143265,36.41446686,38.75554276
5/3/2018,10:14:36 AM,702,599.189,33.73820877,36.38037872,38.75554276
5/3/2018,10:14:36 AM,972,599.459,33.74982071,36.43718719,38.81128311
5/3/2018,10:14:37 AM,243,599.73,33.77304077,36.44854736,38.78899002
5/3/2018,10:14:37 AM,513,600,33.73820877,36.40310287,38.76669312
5/3/2018,10:14:37 AM,783,600.27,33.77304077,36.45990372,38.78899002
5/3/2018,10:14:38 AM,324,600.811,33.72659302,36.40310287,38.7443924
5/3/2018,10:14:38 AM,594,601.081,33.77304077,36.43718719,38.73323822
5/3/2018,10:14:38 AM,864,601.351,33.79626083,36.41446686,38.77783966
5/3/2018,10:14:39 AM,135,601.622,33.73820877,36.43718719,38.6997757
5/3/2018,10:14:39 AM,405,601.892,33.74982071,36.45990372,38.68862152
5/3/2018,10:14:39 AM,945,602.432,33.81947327,36.50532913,38.76669312
5/3/2018,10:14:40 AM,216,602.703,33.80786514,36.44854736,38.6997757
5/3/2018,10:14:40 AM,486,602.973,33.86588287,36.47126389,38.75554276
5/3/2018,10:14:40 AM,756,603.243,33.76143265,36.48262024,38.78899002
5/3/2018,10:14:41 AM,26,603.513,33.73820877,36.43718719,38.75554276
5/3/2018,10:14:41 AM,297,603.784,33.77304077,36.43718719,38.68862152
5/3/2018,10:14:41 AM,837,604.324,33.85428238,36.45990372,38.75554276
5/3/2018,10:14:42 AM,108,604.595,33.85428238,36.43718719,38.75554276
5/3/2018,10:14:42 AM,378,604.865,33.81947327,36.50532913,38.77783966
5/3/2018,10:14:42 AM,648,605.135,33.84268188,36.47126389,38.73323822
5/3/2018,10:14:42 AM,918,605.405,33.84268188,36.48262024,38.75554276
5/3/2018,10:14:43 AM,189,605.676,33.84268188,36.45990372,38.65514755
5/3/2018,10:14:43 AM,729,606.216,33.80786514,36.48262024,38.67746353
5/3/2018,10:14:43 AM,999,606.486,33.72659302,36.42582703,38.73323822
5/3/2018,10:14:44 AM,270,606.757,33.71497726,36.34627914,38.62166214
5/3/2018,10:14:44 AM,540,607.027,33.77304077,36.40310287,38.71092987
5/3/2018,10:14:45 AM,81,607.568,33.71497726,36.39174271,38.57700729
5/3/2018,10:14:45 AM,351,607.838,33.69174576,36.34627914,38.56583786
5/3/2018,10:14:45 AM,621,608.108,33.74982071,36.43718719,38.66630554
5/3/2018,10:14:45 AM,891,608.378,33.78465271,36.38037872,38.63282394
5/3/2018,10:14:46 AM,162,608.649,33.74982071,36.42582703,38.68862152
5/3/2018,10:14:46 AM,432,608.919,33.80786514,36.43718719,38.63282394
5/3/2018,10:14:46 AM,702,609.189,33.76143265,36.40310287,38.63282394
5/3/2018,10:14:47 AM,243,609.73,33.70336151,36.41446686,38.62166214
5/3/2018,10:14:47 AM,513,610,33.66850662,36.40310287,38.68862152
5/3/2018,10:14:47 AM,783,610.27,33.74982071,36.42582703,38.66630554
5/3/2018,10:14:48 AM,54,610.541,33.76143265,36.44854736,38.67746353
5/3/2018,10:14:48 AM,594,611.081,33.80786514,36.45990372,38.6997757
5/3/2018,10:14:48 AM,864,611.351,33.86588287,36.48262024,38.6997757
5/3/2018,10:14:49 AM,135,611.622,33.94706345,36.50532913,38.75554276
5/3/2018,10:14:49 AM,405,611.892,33.78465271,36.43718719,38.67746353
5/3/2018,10:14:49 AM,945,612.432,33.79626083,36.51668167,38.6997757
5/3/2018,10:14:50 AM,216,612.703,33.81947327,36.45990372,38.59933853
5/3/2018,10:14:50 AM,486,612.973,33.76143265,36.43718719,38.62166214
5/3/2018,10:14:50 AM,756,613.243,33.77304077,36.47126389,38.72208405
5/3/2018,10:14:51 AM,26,613.513,33.77304077,36.45990372,38.63282394
5/3/2018,10:14:51 AM,297,613.784,33.76143265,36.45990372,38.73323822
5/3/2018,10:14:51 AM,837,614.324,33.73820877,36.48262024,38.6997757
5/3/2018,10:14:52 AM,108,614.595,33.72659302,36.50532913,38.71092987
5/3/2018,10:14:52 AM,378,614.865,33.76143265,36.56208038,38.80013657
5/3/2018,10:14:52 AM,648,615.135,33.83107758,36.5280304,38.78899002
5/3/2018,10:14:52 AM,918,615.405,33.81947327,36.5280304,38.6997757
5/3/2018,10:14:53 AM,189,615.676,33.79626083,36.51668167,38.73323822
5/3/2018,10:14:53 AM,459,615.946,33.80786514,36.51668167,38.68862152
5/3/2018,10:14:53 AM,999,616.486,33.79626083,36.49397278,38.67746353
5/3/2018,10:14:54 AM,270,616.757,33.80786514,36.51668167,38.67746353
5/3/2018,10:14:54 AM,540,617.027,33.87748337,36.48262024,38.67746353
5/3/2018,10:14:54 AM,810,617.297,33.76143265,36.45990372,38.63282394
5/3/2018,10:14:55 AM,81,617.568,33.79626083,36.50532913,38.65514755
5/3/2018,10:14:55 AM,621,618.108,33.80786514,36.5280304,38.65514755
5/3/2018,10:14:55 AM,891,618.378,33.84268188,36.47126389,38.64398575
5/3/2018,10:14:56 AM,162,618.649,33.80786514,36.43718719,38.67746353
5/3/2018,10:14:56 AM,432,618.919,33.83107758,36.47126389,38.61050034
5/3/2018,10:14:56 AM,702,619.189,33.79626083,36.49397278,38.65514755
5/3/2018,10:14:57 AM,243,619.73,33.86588287,36.47126389,38.62166214
5/3/2018,10:14:57 AM,513,620,33.76143265,36.53938293,38.65514755
5/3/2018,10:14:57 AM,783,620.27,33.81947327,36.5280304,38.64398575
5/3/2018,10:14:58 AM,54,620.541,33.73820877,36.44854736,38.65514755
5/3/2018,10:14:58 AM,324,620.811,33.77304077,36.41446686,38.56583786
5/3/2018,10:14:58 AM,594,621.081,33.71497726,36.40310287,38.61050034
5/3/2018,10:14:59 AM,135,621.622,33.73820877,36.41446686,38.65514755
5/3/2018,10:14:59 AM,405,621.892,33.68012619,36.36901093,38.56583786
5/3/2018,10:14:59 AM,675,622.162,33.64526749,36.36901093,38.52116013
5/3/2018,10:14:59 AM,945,622.432,33.57551193,36.34627914,38.420578
5/3/2018,10:15:00 AM,216,622.703,33.52898788,36.35764313,38.55467224
5/3/2018,10:15:00 AM,486,622.973,33.62202072,36.34627914,38.59933853
5/3/2018,10:15:01 AM,26,623.513,33.59877014,36.39174271,38.62166214
5/3/2018,10:15:01 AM,297,623.784,33.6336441,36.34627914,38.55467224
5/3/2018,10:15:01 AM,567,624.054,33.68012619,36.36901093,38.58817291
5/3/2018,10:15:01 AM,837,624.324,33.65688705,36.38037872,38.58817291
5/3/2018,10:15:02 AM,108,624.595,33.73820877,36.38037872,38.62166214
5/3/2018,10:15:02 AM,648,625.135,33.61039352,36.39174271,38.58817291
5/3/2018,10:15:02 AM,918,625.405,33.62202072,36.2894249,38.49881744
5/3/2018,10:15:03 AM,189,625.676,33.58714294,36.35764313,38.55467224
5/3/2018,10:15:03 AM,459,625.946,33.6336441,36.38037872,38.59933853
5/3/2018,10:15:03 AM,729,626.216,33.50572205,36.30079651,38.52116013
5/3/2018,10:15:03 AM,999,626.486,33.68012619,36.40310287,38.56583786
5/3/2018,10:15:04 AM,270,626.757,33.68012619,36.42582703,38.61050034
5/3/2018,10:15:04 AM,810,627.297,33.77304077,36.43718719,38.58817291
5/3/2018,10:15:05 AM,81,627.568,33.69174576,36.47126389,38.61050034
5/3/2018,10:15:05 AM,351,627.838,33.72659302,36.44854736,38.61050034
5/3/2018,10:15:05 AM,621,628.108,33.66850662,36.47126389,38.62166214
5/3/2018,10:15:05 AM,891,628.378,33.72659302,36.40310287,38.58817291
5/3/2018,10:15:06 AM,432,628.919,33.77304077,36.48262024,38.57700729
5/3/2018,10:15:06 AM,702,629.189,33.77304077,36.43718719,38.56583786
5/3/2018,10:15:06 AM,972,629.459,33.74982071,36.43718719,38.55467224
5/3/2018,10:15:07 AM,243,629.73,33.83107758,36.47126389,38.59933853
5/3/2018,10:15:07 AM,513,630,33.76143265,36.48262024,38.62166214
5/3/2018,10:15:07 AM,783,630.27,33.87748337,36.5280304,38.6997757
5/3/2018,10:15:08 AM,54,630.541,33.84268188,36.57342911,38.7443924
5/3/2018,10:15:08 AM,324,630.811,33.90068054,36.60746765,38.68862152
5/3/2018,10:15:08 AM,864,631.351,33.79626083,36.50532913,38.6997757
5/3/2018,10:15:09 AM,135,631.622,33.72659302,36.45990372,38.61050034
5/3/2018,10:15:09 AM,405,631.892,33.73820877,36.47126389,38.52116013
5/3/2018,10:15:09 AM,675,632.162,33.73820877,36.49397278,38.65514755
5/3/2018,10:15:09 AM,945,632.432,33.70336151,36.5280304,38.63282394
5/3/2018,10:15:10 AM,486,632.973,33.71497726,36.48262024,38.55467224
5/3/2018,10:15:10 AM,756,633.243,33.69174576,36.47126389,38.65514755
5/3/2018,10:15:11 AM,26,633.513,33.74982071,36.44854736,38.64398575
5/3/2018,10:15:11 AM,297,633.784,33.72659302,36.47126389,38.63282394
5/3/2018,10:15:11 AM,567,634.054,33.71497726,36.49397278,38.64398575
5/3/2018,10:15:11 AM,837,634.324,33.64526749,36.44854736,38.63282394
5/3/2018,10:15:12 AM,108,634.595,33.76143265,36.51668167,38.62166214
5/3/2018,10:15:12 AM,648,635.135,33.80786514,36.58477783,38.7443924
5/3/2018,10:15:12 AM,918,635.405,33.81947327,36.61880875,38.71092987
5/3/2018,10:15:13 AM,189,635.676,33.78465271,36.57342911,38.61050034
5/3/2018,10:15:13 AM,459,635.946,33.83107758,36.56208038,38.67746353
5/3/2018,10:15:13 AM,729,636.216,33.80786514,36.5280304,38.72208405
5/3/2018,10:15:13 AM,999,636.486,33.80786514,36.5280304,38.6997757
5/3/2018,10:15:14 AM,540,637.027,33.73820877,36.50532913,38.65514755
5/3/2018,10:15:14 AM,810,637.297,33.78465271,36.53938293,38.6997757
5/3/2018,10:15:15 AM,81,637.568,33.80786514,36.57342911,38.66630554
5/3/2018,10:15:15 AM,351,637.838,33.76143265,36.57342911,38.64398575
5/3/2018,10:15:15 AM,621,638.108,33.80786514,36.56208038,38.72208405
5/3/2018,10:15:15 AM,891,638.378,33.90068054,36.63015366,38.77783966
5/3/2018,10:15:16 AM,432,638.919,33.87748337,36.58477783,38.7443924
5/3/2018,10:15:16 AM,702,639.189,33.81947327,36.55073166,38.6997757
5/3/2018,10:15:16 AM,972,639.459,33.81947327,36.49397278,38.67746353
5/3/2018,10:15:17 AM,243,639.73,33.90068054,36.57342911,38.71092987
5/3/2018,10:15:17 AM,513,640,33.86588287,36.53938293,38.72208405
5/3/2018,10:15:17 AM,783,640.27,33.91228104,36.5280304,38.66630554
5/3/2018,10:15:18 AM,54,640.541,33.91228104,36.58477783,38.72208405
5/3/2018,10:15:18 AM,324,640.811,33.88908386,36.59612274,38.72208405
5/3/2018,10:15:18 AM,864,641.351,33.90068054,36.58477783,38.73323822
5/3/2018,10:15:19 AM,135,641.622,33.91228104,36.53938293,38.6997757
5/3/2018,10:15:19 AM,405,641.892,33.97024918,36.60746765,38.75554276
5/3/2018,10:15:19 AM,675,642.162,33.97024918,36.60746765,38.82242584
5/3/2018,10:15:19 AM,945,642.432,33.91228104,36.57342911,38.76669312
5/3/2018,10:15:20 AM,216,642.703,33.93547058,36.56208038,38.72208405
5/3/2018,10:15:20 AM,486,642.973,33.93547058,36.61880875,38.76669312
5/3/2018,10:15:20 AM,756,643.243,33.88908386,36.5280304,38.64398575
5/3/2018,10:15:21 AM,297,643.784,33.94706345,36.59612274,38.71092987
5/3/2018,10:15:21 AM,567,644.054,33.91228104,36.58477783,38.72208405
5/3/2018,10:15:21 AM,837,644.324,33.94706345,36.55073166,38.67746353
5/3/2018,10:15:22 AM,108,644.595,34.08610153,36.63015366,38.77783966
5/3/2018,10:15:22 AM,648,645.135,34.06293869,36.61880875,38.76669312
5/3/2018,10:15:22 AM,918,645.405,34.0281868,36.64149475,38.80013657
5/3/2018,10:15:23 AM,189,645.676,33.99342728,36.61880875,38.76669312
5/3/2018,10:15:23 AM,459,645.946,34.05135727,36.64149475,38.7443924
5/3/2018,10:15:23 AM,729,646.216,34.07452011,36.63015366,38.77783966
5/3/2018,10:15:23 AM,999,646.486,33.99342728,36.61880875,38.6997757
5/3/2018,10:15:24 AM,270,646.757,33.99342728,36.56208038,38.71092987
5/3/2018,10:15:24 AM,540,647.027,33.95865631,36.56208038,38.63282394
5/3/2018,10:15:25 AM,81,647.568,33.93547058,36.57342911,38.61050034
5/3/2018,10:15:25 AM,81,647.568,33.93547058,36.57342911,38.61050034
5/3/2018,10:15:25 AM,81,647.568,33.93547058,36.57342911,38.61050034
5/3/2018,10:15:26 AM,432,648.919,34.1902771,36.85678482,38.95609283
5/3/2018,10:15:26 AM,702,649.189,34.20184326,36.85678482,38.98948669
5/3/2018,10:15:26 AM,972,649.459,34.25967407,36.90206146,38.96722412
5/3/2018,10:15:27 AM,243,649.73,34.23654556,36.90206146,39.01174164
5/3/2018,10:15:27 AM,783,650.27,34.27123642,36.87942505,39.02286911
5/3/2018,10:15:28 AM,54,650.541,34.30591965,36.93600845,39.01174164
5/3/2018,10:15:28 AM,324,650.811,34.34059143,36.95863342,39.01174164
5/3/2018,10:15:28 AM,594,651.081,34.31747818,36.93600845,39.00061417
5/3/2018,10:15:29 AM,135,651.622,34.23654556,36.90206146,38.98948669
5/3/2018,10:15:29 AM,405,651.892,34.32903671,36.94732285,39.01174164
5/3/2018,10:15:29 AM,675,652.162,34.32903671,37.00387192,39.00061417
5/3/2018,10:15:29 AM,945,652.432,34.28279877,36.93600845,38.97835541
5/3/2018,10:15:30 AM,216,652.703,34.34059143,36.95863342,38.96722412
5/3/2018,10:15:30 AM,486,652.973,34.36370087,36.95863342,39.02286911
5/3/2018,10:15:30 AM,756,653.243,34.35214615,36.95863342,38.95609283
5/3/2018,10:15:31 AM,297,653.784,34.31747818,36.969944,39.06737137
5/3/2018,10:15:31 AM,567,654.054,34.31747818,36.93600845,39.00061417
5/3/2018,10:15:31 AM,837,654.324,34.30591965,36.94732285,39.02286911
5/3/2018,10:15:32 AM,108,654.595,34.2249794,36.95863342,39.00061417
5/3/2018,10:15:32 AM,648,655.135,34.29436111,36.90206146,38.92268753
5/3/2018,10:15:32 AM,918,655.405,34.32903671,36.99256516,39.01174164
5/3/2018,10:15:33 AM,189,655.676,34.25967407,37.00387192,39.01174164
5/3/2018,10:15:33 AM,459,655.946,34.28279877,36.99256516,39.01174164
5/3/2018,10:15:33 AM,729,656.216,34.34059143,36.92469406,39.03399658
5/3/2018,10:15:33 AM,999,656.486,34.31747818,36.969944,38.97835541
5/3/2018,10:15:34 AM,270,656.757,34.32903671,37.02648544,38.97835541
5/3/2018,10:15:34 AM,540,657.027,34.37525177,37.01517868,39.00061417
5/3/2018,10:15:35 AM,81,657.568,34.30591965,36.99256516,39.01174164
5/3/2018,10:15:35 AM,351,657.838,34.35214615,36.969944,39.03399658
5/3/2018,10:15:35 AM,621,658.108,34.36370087,36.99256516,39.00061417
5/3/2018,10:15:35 AM,891,658.378,34.28279877,37.02648544,39.07849503
5/3/2018,10:15:36 AM,432,658.919,34.32903671,37.01517868,39.07849503
5/3/2018,10:15:36 AM,702,659.189,34.39835739,37.083004,39.13409042
5/3/2018,10:15:36 AM,972,659.459,34.43300247,37.0603981,39.11185455
5/3/2018,10:15:37 AM,243,659.73,34.36370087,37.00387192,39.03399658
5/3/2018,10:15:37 AM,513,660,34.45609283,37.0603981,39.05624771
5/3/2018,10:15:38 AM,54,660.541,34.2249794,36.99256516,39.00061417
5/3/2018,10:15:38 AM,324,660.811,34.25967407,36.94732285,38.92268753
5/3/2018,10:15:38 AM,594,661.081,34.23654556,36.89074326,38.92268753
5/3/2018,10:15:38 AM,864,661.351,34.1902771,36.87942505,38.90041351
5/3/2018,10:15:39 AM,135,661.622,34.12083817,36.86810303,38.84471512
5/3/2018,10:15:39 AM,405,661.892,34.13241196,36.83414078,38.8781395
5/3/2018,10:15:39 AM,945,662.432,34.12083817,36.83414078,38.83357239
5/3/2018,10:15:40 AM,216,662.703,34.1902771,36.85678482,38.8781395
5/3/2018,10:15:40 AM,486,662.973,34.16713333,36.8454628,38.81128311
5/3/2018,10:15:40 AM,756,663.243,34.24811172,36.8454628,38.82242584
5/3/2018,10:15:41 AM,26,663.513,34.27123642,36.89074326,38.90041351
5/3/2018,10:15:41 AM,297,663.784,34.2249794,36.89074326,38.86699677
5/3/2018,10:15:41 AM,837,664.324,34.27123642,36.93600845,38.93382263
5/3/2018,10:15:42 AM,108,664.595,34.36370087,36.98125458,38.94495773
5/3/2018,10:15:42 AM,378,664.865,34.29436111,36.91337585,38.8781395
5/3/2018,10:15:42 AM,648,665.135,34.25967407,36.90206146,38.90041351
5/3/2018,10:15:42 AM,918,665.405,34.29436111,36.89074326,38.8781395
5/3/2018,10:15:43 AM,189,665.676,34.25967407,36.91337585,38.8781395
5/3/2018,10:15:43 AM,729,666.216,34.24811172,36.87942505,38.85585785
5/3/2018,10:15:43 AM,999,666.486,34.32903671,36.91337585,38.88927841
5/3/2018,10:15:44 AM,270,666.757,34.30591965,36.91337585,38.86699677
5/3/2018,10:15:44 AM,540,667.027,34.25967407,36.92469406,38.82242584
5/3/2018,10:15:44 AM,810,667.297,34.29436111,36.969944,38.8781395
5/3/2018,10:15:45 AM,81,667.568,34.27123642,36.93600845,38.90041351
5/3/2018,10:15:45 AM,621,668.108,34.29436111,36.90206146,38.93382263
5/3/2018,10:15:45 AM,891,668.378,34.32903671,36.94732285,38.97835541
5/3/2018,10:15:46 AM,162,668.649,34.38680649,36.94732285,39.00061417
5/3/2018,10:15:46 AM,432,668.919,34.34059143,36.92469406,38.90041351
5/3/2018,10:15:46 AM,702,669.189,34.37525177,36.969944,38.97835541
5/3/2018,10:15:46 AM,972,669.459,34.37525177,36.98125458,38.96722412
5/3/2018,10:15:47 AM,513,670,34.31747818,36.95863342,38.95609283
5/3/2018,10:15:47 AM,783,670.27,34.30591965,36.98125458,38.98948669
5/3/2018,10:15:48 AM,54,670.541,34.29436111,36.95863342,38.96722412
5/3/2018,10:15:48 AM,324,670.811,34.32903671,36.95863342,38.96722412
5/3/2018,10:15:48 AM,594,671.081,34.35214615,36.98125458,38.97835541
5/3/2018,10:15:49 AM,135,671.622,34.31747818,36.98125458,39.00061417
5/3/2018,10:15:49 AM,405,671.892,34.30591965,36.91337585,38.91155243
5/3/2018,10:15:49 AM,675,672.162,34.29436111,36.95863342,38.95609283
5/3/2018,10:15:49 AM,945,672.432,34.29436111,36.94732285,38.95609283
5/3/2018,10:15:50 AM,216,672.703,34.35214615,36.94732285,39.00061417
5/3/2018,10:15:50 AM,486,672.973,34.36370087,36.98125458,38.96722412
5/3/2018,10:15:51 AM,26,673.513,34.32903671,36.99256516,38.98948669
5/3/2018,10:15:51 AM,297,673.784,34.39835739,37.02648544,39.07849503
5/3/2018,10:15:51 AM,567,674.054,34.49072266,37.083004,39.17855072
5/3/2018,10:15:51 AM,837,674.324,34.43300247,37.02648544,39.08961487
5/3/2018,10:15:52 AM,108,674.595,34.46763611,37.03779221,39.10073471
5/3/2018,10:15:52 AM,378,674.865,34.36370087,37.0603981,39.04512405
5/3/2018,10:15:52 AM,918,675.405,34.43300247,37.07170105,39.1229744
5/3/2018,10:15:53 AM,189,675.676,34.39835739,37.04909515,38.97835541
5/3/2018,10:15:53 AM,459,675.946,34.43300247,37.0603981,39.06737137
5/3/2018,10:15:53 AM,729,676.216,34.50226212,37.10560226,39.14520645
5/3/2018,10:15:53 AM,999,676.486,34.52534103,37.12819672,39.16743851
5/3/2018,10:15:54 AM,270,676.757,34.40990448,37.03779221,39.07849503
5/3/2018,10:15:54 AM,540,677.027,34.42145538,37.00387192,39.10073471
5/3/2018,10:15:55 AM,81,677.568,34.39835739,37.00387192,39.06737137
5/3/2018,10:15:55 AM,351,677.838,34.50226212,37.083004,39.15632248
5/3/2018,10:15:55 AM,621,678.108,34.47917938,37.12819672,39.17855072
5/3/2018,10:15:55 AM,891,678.378,34.49072266,37.0603981,39.04512405
5/3/2018,10:15:56 AM,432,678.919,34.49072266,37.15078735,39.11185455
5/3/2018,10:15:56 AM,702,679.189,34.47917938,37.09430313,39.14520645
5/3/2018,10:15:56 AM,972,679.459,34.50226212,37.09430313,39.05624771
5/3/2018,10:15:57 AM,243,679.73,34.53688049,37.0603981,39.06737137
5/3/2018,10:15:57 AM,783,680.27,34.50226212,37.07170105,39.15632248
5/3/2018,10:15:58 AM,54,680.541,34.51380157,37.02648544,39.02286911
5/3/2018,10:15:58 AM,324,680.811,34.51380157,37.0603981,39.11185455
5/3/2018,10:15:58 AM,594,681.081,34.43300247,37.01517868,39.11185455
5/3/2018,10:15:59 AM,135,681.622,34.47917938,37.00387192,39.03399658
5/3/2018,10:15:59 AM,405,681.892,34.40990448,37.01517868,38.98948669
5/3/2018,10:15:59 AM,675,682.162,34.44454956,37.02648544,39.02286911
5/3/2018,10:15:59 AM,945,682.432,34.50226212,37.10560226,39.06737137
5/3/2018,10:16:00 AM,216,682.703,34.46763611,37.09430313,39.01174164
5/3/2018,10:16:00 AM,486,682.973,34.49072266,37.10560226,39.04512405
5/3/2018,10:16:01 AM,26,683.513,34.55995178,37.10560226,39.07849503
5/3/2018,10:16:01 AM,297,683.784,34.47917938,37.10560226,39.06737137
5/3/2018,10:16:01 AM,567,684.054,34.43300247,37.09430313,39.13409042
5/3/2018,10:16:01 AM,837,684.324,34.43300247,37.083004,39.10073471
5/3/2018,10:16:02 AM,108,684.595,34.51380157,37.10560226,39.13409042
5/3/2018,10:16:02 AM,378,684.865,34.39835739,37.03779221,39.08961487
5/3/2018,10:16:02 AM,918,685.405,34.47917938,37.10560226,39.08961487
5/3/2018,10:16:03 AM,189,685.676,34.43300247,37.1169014,39.08961487
5/3/2018,10:16:03 AM,459,685.946,34.58301926,37.15078735,39.14520645
5/3/2018,10:16:03 AM,729,686.216,34.58301926,37.19595718,39.16743851
5/3/2018,10:16:03 AM,999,686.486,34.61761093,37.20724869,39.20077515
5/3/2018,10:16:04 AM,270,686.757,34.53688049,37.15078735,39.18966293
